NPI,Entity Type Code,Provider Organization Name (Legal Business Name),Provider Other Organization Name,Provider Other Organization Name Type Code,Provider First Line Business Mailing Address,Provider Second Line Business Mailing Address,Provider Business Mailing Address City Name,Provider Business Mailing Address State Name,Provider Business Mailing Address Postal Code,Provider Business Mailing Address Country Code (If outside U.S.),Provider Business Mailing Address Telephone Number,Provider Business Mailing Address Fax Number,Provider First Line Business Practice Location Address,Provider Second Line Business Practice Location Address,Provider Business Practice Location Address City Name,Provider Business Practice Location Address State Name,Provider Business Practice Location Address Postal Code,Provider Business Practice Location Address Telephone Number,Provider Business Practice Location Address Fax Number,Provider Enumeration Date,Last Update Date,Authorized Official Last Name,Authorized Official First Name,Authorized Official Middle Name,Authorized Official Title or Position,Authorized Official Telephone Number,Healthcare Provider Taxonomy Code_1,Provider License Number_1,Provider License Number State Code_1,Healthcare Provider Primary Taxonomy Switch_1,Healthcare Provider Taxonomy Code_2,Healthcare Provider Taxonomy Code_3,Healthcare Provider Taxonomy Code_4,Healthcare Provider Taxonomy Code_5,Healthcare Provider Taxonomy Code_6,Healthcare Provider Taxonomy Code_7,Healthcare Provider Taxonomy Code_8,Healthcare Provider Taxonomy Code_9,Healthcare Provider Taxonomy Code_10,Healthcare Provider Taxonomy Code_11,Healthcare Provider Taxonomy Code_12,Healthcare Provider Taxonomy Code_13,Healthcare Provider Taxonomy Code_14,Healthcare Provider Taxonomy Code_15,Other Provider Identifier_1,Other Provider Identifier Type Code_1,Other Provider Identifier State_1,Other Provider Identifier Issuer_1,Other Provider Identifier_2,Other Provider Identifier Type Code_2,Other Provider Identifier State_2,Other Provider Identifier Issuer_2,Other Provider Identifier_3,Other Provider Identifier Type Code_3,Other Provider Identifier State_3,Other Provider Identifier Issuer_3,Other Provider Identifier_4,Other Provider Identifier Type Code_4,Other Provider Identifier State_4,Other Provider Identifier Issuer_4,Other Provider Identifier_5,Other Provider Identifier Type Code_5,Other Provider Identifier State_5,Other Provider Identifier Issuer_5,Other Provider Identifier_6,Other Provider Identifier Type Code_6,Other Provider Identifier State_6,Other Provider Identifier Issuer_6,Other Provider Identifier_7,Other Provider Identifier Type Code_7,Other Provider Identifier State_7,Other Provider Identifier Issuer_7,Other Provider Identifier_8,Other Provider Identifier Type Code_8,Other Provider Identifier State_8,Other Provider Identifier Issuer_8,Other Provider Identifier_9,Other Provider Identifier Type Code_9,Other Provider Identifier State_9,Other Provider Identifier Issuer_9,Is Sole Proprietor,Is Organization Subpart,Parent Organization LBN,Parent Organization TIN,Authorized Official Name Prefix Text,Authorized Official Name Suffix Text,Authorized Official Credential Text,Healthcare Provider Taxonomy Group_1,Healthcare Provider Taxonomy Group_2,Certification Date
1497470090,2,RESTORATION HOUSE ALCOHOL AND DRUG EDUCATION SERVICES,,,315 E AVENUE G,,KILLEEN,TX,765416152,US,7138322027,8322403396,501 CONGRESS AVE STE 150,,AUSTIN,TX,787013575,7138322027,8322403396,10/5/2022,3/31/2024,HENDERSON,THADDEUS,,OWNER,8327138485,101YA0400X,,,N,101YM0800X,101YP2500X,1041C0700X,106H00000X,171400000X,261QR0405X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,3/31/2024
1942925581,2,NLUC PLLC,,,5718 WESTHEIMER RD STE 400,,HOUSTON,TX,770575733,US,2817831862,,720 US 79,SUITE 100,HUTTO,TX,78634,2817838162,,10/6/2022,5/7/2024,BREEZE,JULIET,S,"MD, CEO",2812010657,261QU0200X,,,Y,,,,,,,,,,,,,,,K1981,1,TX,MEDICAL LICENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,4/26/2024
1851016935,2,TAUSTIN LABORATORIES,STREAMLINE SCIENTIFIC,3,PO BOX 815,,MEMPHIS,TN,381010815,US,8553194459,8777966185,13413 GALLERIA CIR # Q-140,,BEE CAVE,TX,787386344,8553194459,8777966185,10/11/2022,12/19/2022,HOOD,SHAWN,,CEO,2053323160,291U00000X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,12/19/2022
1376269324,2,"THE SURGEON'S POINT SURGERY CENTER, LLC",THE SURGEON'S POINT AT CEDAR PARK,3,801 E WHITESTONE BLVD STE 100,,CEDAR PARK,TX,786137423,US,,,801 E WHITESTONE BLVD STE 100,,CEDAR PARK,TX,786137423,7375308400,7375308398,10/12/2022,4/29/2024,ACHESON,ERIC,,AUTHORIZED OFFICIAL,7375308400,261QA1903X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,MD,,,4/29/2024
1508582503,2,CENTRAL TEXAS COMMUNITY HEALTH CENTERS,,,PO BOX 17366,,AUSTIN,TX,787607366,US,5129789009,5129019713,6633 E HIGHWAY 290 STE 100,,AUSTIN,TX,787231157,5129789015,,10/12/2022,10/12/2022,MIDDLETON,KIMBERLY,,MANAGED CARE CONTRACT MANAGER,5129789427,261QF0400X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,"CPCS, AAS, BS",,,10/6/2022
1184340598,2,COLBURN CHIROPRACTIC PLLC,,,7815 HOBGOOD RD,,FAIRBURN,GA,302132673,US,,,2906 S BAGDAD RD,,LEANDER,TX,786413268,6782211008,,10/17/2022,10/17/2022,COLBURN,DEVIN,,CHIROPRACTOR,6782211008,111N00000X,,,Y,261QP0905X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,DC,193400000X SINGLE SPECIALTY  GROUP,,10/13/2022
1104542448,2,PUREFYT COMMUNITY CARE,,,708 LOREY LN,,CALDWELL,TX,778361384,US,5128261037,7378001011,8114 A WESTGATE BLVD,,AUSTIN,TX,78745,5128261037,7378001011,10/18/2022,10/18/2022,SMITH,GE'O-VANNA,,CLINIC DIRECTOR,5129985100,101YM0800X,,,N,103TH0004X,208D00000X,208VP0000X,225100000X,251S00000X,261QF0050X,261QI0500X,261QM0801X,261QM0850X,261QM0855X,261QP2000X,261QP2400X,261QR1300X,364SP0812X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,10/12/2022
1851008056,2,EVERGUIDE HEALTH PLLC,,,1023 SPRINGDALE RD STE 1J,,AUSTIN,TX,787212465,US,7653663837,,1023 SPRINGDALE RD STE 1J,,AUSTIN,TX,787212465,7653663837,,10/28/2022,10/28/2022,HOLE,MICHAEL,,OWNER,7653663837,261QP2300X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,MD,,,10/28/2022
1588371264,2,"A1 COMMUNITY CARE, LLC",,,5906 BLANCO RIVER PASS,,AUSTIN,TX,787492860,US,2522262001,,5906 BLANCO RIVER PASS,,AUSTIN,TX,787492860,2522262001,,11/1/2022,12/21/2022,SCALES,MICHAEL,,OWNER,2522262001,101YM0800X,,,N,225XM0800X,251B00000X,251S00000X,261QM0801X,261QM0850X,261QM0855X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MR.,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,12/21/2022
1164139846,2,"KUO MEDICAL CARE, PLLC",,,3267 BEE CAVES RD STE 107-301,,AUSTIN,TX,787466700,US,5127721752,5127721753,5656 BEE CAVES RD STE J201,,WEST LAKE HILLS,TX,787465809,5127721752,5127721753,11/1/2022,11/1/2022,KUO,EMILY,,OWNER,5129991691,207R00000X,,,Y,261QP2300X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,DO,193400000X SINGLE SPECIALTY  GROUP,,11/1/2022
1699482448,2,JACQUELINE KOZAK,,,4402 WILLIAMS DR STE 115,,GEORGETOWN,TX,786281388,US,5122567627,,4402 WILLIAMS DR,115,GEORGETOWN,TX,786281388,5122567627,,11/1/2022,12/9/2022,KOZAK,JACQUELINE,,OCCUPATIONAL THERAPIST,5743617304,261QX0100X,,,Y,,,,,,,,,,,,,,,15748686,1,,CAQH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,11/11/2022
1861109530,2,PECK MEDICAL SERVICES,,,1210 COTTONWOOD CREEK TRL STE 410,,CEDAR PARK,TX,786132688,US,5129867723,,1210 COTTONWOOD CREEK TRL STE 410,,CEDAR PARK,TX,786132688,5129867723,5124930485,11/2/2022,11/2/2022,CROOM-PERNAVAS,NICOLLE,,DIRECTING MANAGER,5129867723,261Q00000X,,,N,261QM0801X,261QP3300X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,11/2/2022
1225745573,2,"MARBLE FALLS PRIMARY CARE, PLLC",,,1107 AVENUE K STE 100,,MARBLE FALLS,TX,786545010,US,5129666385,,1107 AVENUE K STE 100,,MARBLE FALLS,TX,786545010,5129666385,,11/4/2022,2/8/2023,SUTHERLAND,LINDA,,FNP-C/OWNER,5129666385,261QH0100X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,FNP-C,,,2/8/2023
1477261303,2,TXM HOSPITAL HOLDINGS,,,70 RAINEY ST APT 1206,,AUSTIN,TX,787014738,US,5129348129,,70 RAINEY ST APT 1206,,AUSTIN,TX,787014738,5129348129,,11/9/2022,11/9/2022,BODONY,ALICIA,,DIRECTOR OF OPERATIONS,5129348129,282N00000X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MRS.,,,,,10/28/2022
1750099735,2,RESET PLUS,,,2901 COUNTY ROAD 175,,LEANDER,TX,786411608,US,5126369571,,2901 COUNTY ROAD 175,,LEANDER,TX,786411608,5126369571,,11/9/2022,11/9/2022,WIGINTON,CARROLL (TAD),,PRESIDENT,5126369571,261Q00000X,,,N,261QI0500X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,11/8/2022
1780392415,2,ON THE RUN PHYSICAL THERAPY,,,129 INDIAN PAINTBRUSH TRL,,GEORGETOWN,TX,786283254,US,8156228879,,3621 E WHITESTONE BLVD STE 400,,CEDAR PARK,TX,786137073,8156228879,,11/10/2022,11/10/2022,GALLARDO,SAMUEL,,"PHYSICAL THERAPIST, OWNER",8156228879,261QP2000X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,DPT,,,11/10/2022
1619686920,2,AGILITAS USA INC,RESULTS PHYSIOTHERAPY,3,PO BOX 306393,,NASHVILLE,TN,372306393,US,,,201 SAINT JOSEPH CT STE 310,,LIBERTY HILL,TX,786423404,7378434195,5129821199,11/16/2022,5/1/2023,BARGANIER,THOMAS BRYAN,,CFO,2055367602,225100000X,,,N,261QP2000X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AGILITAS USA INC,<UNAVAIL>,,,,193200000X MULTI-SPECIALTY GROUP,,5/1/2023
1104535129,2,"TMC PROVIDER GROUP, PLLC",,,PO BOX 4165,,PORTLAND,OR,972084165,US,,,1501 FM 685,,PFLUGERVILLE,TX,786603576,3372020720,,11/17/2022,11/17/2022,HAUSER,ERICA,,PRESIDENT,3125905372,261QU0200X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,11/17/2022
1609587245,2,"H-E-B, LP",HEB PHARMACY #780,3,646 S FLORES ST,,SAN ANTONIO,TX,782041219,US,,,"12021 W US 290, BLDG 1",,AUSTIN,TX,78737,5122885443,7376105883,12/5/2022,10/25/2023,BUECHE,JAY,,MANAGING DIRECTOR OF PHARMACY,2109383182,291U00000X,,,N,3336C0003X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,10/25/2023
1558072223,2,"MAINTENANCE AND RECOVERY SERVICES, INC.",CMS NORTH AUSTIN,3,8444 N 90TH ST STE 100,,SCOTTSDALE,AZ,852584437,US,1602248888,,305 FERGUSON DR,,AUSTIN,TX,787533006,5123399757,5123399747,12/13/2022,2/10/2024,GAITHER,CINDY,,VICE PRESIDENT REVENUE CYCLE MGMT,6022488886,101YA0400X,,,N,251S00000X,261QM0801X,261QM2800X,261QR0405X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,,2/10/2024
1073224739,2,"SEANNA CROSBIE COUNSELING, PLLC",,,3809 SPICEWOOD SPRINGS RD,STE 130,AUSTIN,TX,78759,US,5127622550,,3809 SPICEWOOD SPRINGS RD,STE 130,AUSTIN,TX,78759,5127622550,,12/13/2022,12/13/2022,CROSBIE,SEANNA,,PSYCHOTHERAPIST,5127622550,261QM0801X,,,Y,,,,,,,,,,,,,,,1053604900,5,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,LCSW-S,,,12/13/2022
1386355063,2,"MAINTENANCE AND RECOVERY SERVICES, INC.",CMS SOUTH AUSTIN,3,8444 N 90TH ST STE 100,,SCOTTSDALE,AZ,852584437,US,6022488886,,1110 W WILLIAM CANNON DR STE 303,,AUSTIN,TX,787453188,5128992100,5128992205,12/13/2022,2/10/2024,GAITHER,CINDY,,VICE PRESIDENT REVENUE CYCLE MGMT,6022488886,101YA0400X,,,N,251S00000X,261QM0801X,261QM2800X,261QR0405X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,,2/10/2024
1285346718,2,"MEDICATION ASSISTED RECOVERY SERVICES MARS, LLC",CMS CEDAR PARK,3,8444 N 90TH ST STE 100,,SCOTTSDALE,AZ,852584437,US,6022488886,,1101 ARROW POINT DR STE 214,,CEDAR PARK,TX,786137739,5129867743,5129867759,12/15/2022,2/10/2024,GAITHER,CINDY,,VICE PRESIDENT REVENUE CYCLE MGMT,6022488886,101YA0400X,,,N,251S00000X,261QM0801X,261QM2800X,261QR0405X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,,2/10/2024
1376256354,2,"METHODIST HEALTHCARE SYSTEM OF SAN ANTONIO, LTD., L.L.P.",METHODIST HOSPITAL HILL COUNTRY,3,1020 S HIGHWAY 16,,FREDERICKSBURG,TX,786244471,US,8309974353,,1020 S HIGHWAY 16,,FREDERICKSBURG,TX,786244471,8309974353,,1/4/2023,11/6/2023,BERNAL,ENRIQUE,,DIVISION CFO,2105750235,261QA1903X,,,N,282N00000X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,11/6/2023
1033823828,2,"METHODIST HEALTHCARE SYSTEM OF SAN ANTONIO, LTD., L.L.P.",,,801 STEVE HAWKINS PKWY STE 100,,MARBLE FALLS,TX,786546303,US,8309905871,,801 STEVE HAWKINS PKWY STE 100,,MARBLE FALLS,TX,786546303,8309905871,,1/6/2023,1/6/2023,BERNAL,ENRIQUE,,DIVISION CFO,2105750235,2085R0202X,,,Y,261QR0200X,293D00000X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,,1/6/2023
1780398495,2,HEALTHOCTA INC,,,9405 KYLES STAKE RD,,AUSTIN,TX,787175554,US,8503202231,,9405 KYLES STAKE RD,,AUSTIN,TX,787175554,8503202231,,1/9/2023,1/9/2023,GADAM,MOHAN,RAVINDRA,CEO,8503202231,261QH0100X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,MD,,,1/6/2023
1215641907,2,FAMILY HEALTH CARE GROUP PLLC,,,1464 E WHITESTONE BLVD STE 1101,,CEDAR PARK,TX,786139070,US,5123098925,,1464 E WHITESTONE BLVD STE 1101,,CEDAR PARK,TX,786139070,5123098925,,1/9/2023,1/9/2023,HIGGINS,HENRY,,CEO,5122602732,207Q00000X,,,Y,261QP2300X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,MD,193200000X MULTI-SPECIALTY GROUP,,1/9/2023
1073227336,2,WOLFE PHYSICAL THERAPY PLLC,,,10706 LAKE BEACH DR,,DRIPPING SPRINGS,TX,786202656,US,5129641844,8332015490,27320 RANCH ROAD 12 STE A,,DRIPPING SPRINGS,TX,786204962,5129641844,8332015490,1/11/2023,2/29/2024,WOLFE,THOMAS,WILLIAM,PHYSICAL THERAPIST OWNER/CEO,5129641844,261QP2000X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,"PT, DPT",,,2/29/2024
1578277513,2,"SANDWYCH, INC.",SANDWYCH HEALTH AND WELLNESS,3,919 CONGRESS AVE STE 1400,,AUSTIN,TX,787012114,US,5126173200,,919 CONGRESS AVE STE 1400,,AUSTIN,TX,787012114,5126173200,,1/12/2023,5/11/2023,LAINE,AMY,,CEO,5126329391,251B00000X,,,N,251C00000X,251S00000X,261Q00000X,261QM0850X,261QM0855X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,5/11/2023
1518671668,2,"PFLUGERVILLE GROUP HEALTH, LLC",,,16131 N ELDRIDGE PKWY STE 100,,TOMBALL,TX,773779130,US,2814298526,,1509 TOWN CENTER DR,,PFLUGERVILLE,TX,786607530,2814298526,,1/12/2023,1/12/2023,WALKER,FELISHA,,BILLING MANAGER,2814298526,261QP2300X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,1/12/2023
1922713973,2,WOLFE PHYSICAL THERAPY PLLC,,,10706 LAKE BEACH DR,,DRIPPING SPRINGS,TX,786202656,US,5129641844,8332015490,10706 LAKE BEACH DR,,DRIPPING SPRINGS,TX,786202656,5129641844,8332015490,1/13/2023,2/14/2023,WOLFE,THOMAS,,PHYSICAL THERAPIST OWNER/CEO,5129641844,261QP2000X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,"PT, DPT",,,2/14/2023
1700591641,2,CITIZENSDX TEXAS LLC,,,12910 SHELBYVILLE RD STE 300,,LOUISVILLE,KY,402432404,US,5022442420,5029968282,211 E 7TH ST STE 620,,AUSTIN,TX,787013218,5022442451,5029968282,1/16/2023,1/16/2023,AMMON,RANDY,,PRESIDENT/CHIEF OPERATING OFFICER,5022442420,207ZC0006X,,,N,291U00000X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,193400000X SINGLE SPECIALTY  GROUP,,1/16/2023
1659086163,2,NORBERT MARTIN DPT LLC,JUBILANT THERAPY SERVICES,3,255 CISTERN WAY,,AUSTIN,TX,787371701,US,5122982299,8883755181,255 CISTERN WAY,,AUSTIN,TX,787371701,5126456313,,1/18/2023,8/21/2023,MARTIN,NORBERT,,MANAGING MEMBER,5126456313,261QP2000X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,"PT, DPT",,,8/21/2023
1336854801,2,"SOUTH AUSTIN GROUP HEALTH, LLC",,,16131 N ELDRIDGE PKWY STE 100,,TOMBALL,TX,773779130,US,8325852747,,2500 W WILLIAM CANNON DR STE 301,,AUSTIN,TX,787455289,2814298526,,1/19/2023,1/19/2023,WALKER,FELISHA,,BILLING MANAGER,2814298526,261QP2300X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,1/19/2023
1942916903,2,"FOUNDATION STONE, LLC. DBA AMEND",,,701 N HIGHWAY 95,,ELGIN,TX,786211021,US,,,701 N HIGHWAY 95,,ELGIN,TX,786211021,7065022920,,1/24/2023,7/11/2024,BRIZENDINE,BRITTANY,,CHIEF OF STAFF,5124157774,261QM0850X,,,N,261QR0405X,320800000X,324500000X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,7/11/2024
1235845058,2,MINDFUL THERAPY LLC,,,15813 W DORMAN DR,,AUSTIN,TX,787175470,US,5128108347,,7701 N LAMAR BLVD STE 331,,AUSTIN,TX,787521080,5123376752,,1/25/2023,1/25/2023,FAGET,ROY,,OWNER AND THERAPIST,5125128347,261QM0801X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,"LPC, LMFT",,,1/25/2023
1154027308,2,"SAYBROOK HEALTH, INC.",,,1000 COUNTY ROAD 484,,ELGIN,TX,786215332,US,,,1606 HEADWAY CIR STE 9026,,AUSTIN,TX,787545123,5126616988,,1/31/2023,11/20/2023,BREEN,CHRISTOPHER,,DIRECTOR,5126616988,261QM0801X,,,Y,282J00000X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,MDIV,,,11/20/2023
1881390789,2,HYBRID PHYSICAL THERAPY,,,2512 W PECAN ST,STE 100,PFLUGERVILLE,TX,78660,US,5122402204,5122402204,2512 W PECAN ST.,SUITE 100,PFLUGERVILLE,TX,78660,5122402204,,2/1/2023,5/9/2023,VUONG,VINH,,PHYSICAL THERAPIST,5122402204,261QP2000X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,"PT, DPT",,,3/11/2023
1700582681,2,"PEAK PSYCHOLOGICAL SERVICES, PLLC",SILLON WELLNESS,3,4606 CENTERVIEW STE 266,,SAN ANTONIO,TX,782281204,US,7262015284,2106342441,5900 BALCONES DR STE 100,,AUSTIN,TX,787314298,7262015284,,2/2/2023,5/4/2023,PEAK,NICOLE,J,CO-OWNER/CLINICAL DIRECTOR,8627030988,261QM0801X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,PHD,,,5/4/2023
1114626090,2,CENTRAL TEXAS COMMUNITY HEALTH CENTERS,,,2115 KRAMER LN,,AUSTIN,TX,787584195,US,5029789811,,10701 S 1ST ST,,AUSTIN,TX,787483807,5129789811,,2/28/2023,2/28/2023,SLOAN,JOY,,CFO,5129789811,261QF0400X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,CPA,,,2/28/2023
1538868294,2,THE WRIGHT HOUSE WELLNESS CENTER,ASHWELL HEALTH AND WELLNESS,3,3208 RED RIVER ST STE 300,,AUSTIN,TX,787052650,US,5124670088,8334686475,3100 RED RIVER ST STE 3,,AUSTIN,TX,787053298,5129003116,8334686475,3/1/2023,3/1/2023,WALKER,BEN,,CLINICAL SERVICES DIRECTOR,5124670088,261QC1500X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,3/1/2023
1518667484,2,CONCIERGE ORTHOPEDICS,,,459 STONE VIEW TRL,,AUSTIN,TX,787372849,US,8707235068,,459 STONE VIEW TRL,,AUSTIN,TX,787372849,8707235068,,3/8/2023,3/8/2023,CHANDLER,KELLI,,OWNER AND CEO,8707235068,261QP2000X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,DPT,,,3/8/2023
1508566464,2,STRATUS DIAGNOSTICS LLC,,,660 MERRIMON AVE STE E,,ASHEVILLE,NC,288043567,US,8287745016,,2211 S I-35,SUITE 105,AUSTIN,TX,78741,8287745016,,3/8/2023,3/8/2023,WRIGHT,BENJAMIN,,OWNER,8287745016,291U00000X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,3/6/2023
1841991304,2,ADJUSTING COMPASS COUNSELING SERVICES,,,5900 BALCONES DR STE 100,,AUSTIN,TX,787314298,US,2532210931,,101 BITTIK CV,,GEORGETOWN,TX,786282032,2532210931,,3/13/2023,3/13/2023,SCHMIDT,TINA,MARIE,OWNER,2532210931,251S00000X,,,N,261QM0801X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MS.,,LCSW,,,3/13/2023
1356042444,2,"NEUROTECH, LLC",,,626 W MORELAND BLVD,,WAUKESHA,WI,531882433,US,8663747648,,16201 DODD ST STE 212,,VOLENTE,TX,786416020,8663747648,,3/15/2023,6/18/2024,WILDNER,KRISTINE,LISA,DIRECTOR OF CONTRACTING & RESEARCH,2628756572,2472E0500X,,,N,261QR0200X,261QS1200X,293D00000X,335V00000X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"NEUROTECH, LLC",<UNAVAIL>,,,,193400000X SINGLE SPECIALTY  GROUP,,6/18/2024
1972204899,2,CENTRAL TEXAS COMMUNITY HEALTH CENTERS,COMMUNITYCARE,3,2115 KRAMER LN STE 100,,AUSTIN,TX,787584196,US,5129789840,,2700 W PECAN ST STE 450,,PFLUGERVILLE,TX,786603154,5129789840,,3/16/2023,7/10/2024,SLOAN,JOY,,CFO,5129789811,261QF0400X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,CPA,,,7/10/2024
1366143182,2,OUT FITNESS,,,404 POWELL CIR # A,,AUSTIN,TX,787046363,US,5125859295,,404 POWELL CIR # A,,AUSTIN,TX,787046363,5125859295,,3/17/2023,5/29/2023,YOUNG,SYDNEY,,PHYSICAL THERAPIST,5125859295,261QP2000X,,,Y,,,,,,,,,,,,,,,1912523515,1,,SYDNEY YOUNG NPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,DPT,,,5/29/2023
1174225908,2,AGILITAS USA INC,,,1200 CORPORATE DR STE 400,,HOOVER,AL,352425424,US,4232387217,,11620 HERO WAY W STE 120,,LEANDER,TX,78641,7372923771,,3/17/2023,3/17/2023,BARGANIER,THOMAS BRYAN,,CFO,2055367602,261QP2000X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AGILITAS USA INC,<UNAVAIL>,,,,,,3/15/2023
1710681572,2,"FEARLESS COUNSELING CENTER, PLLC",,,5900 BALCONES DR # 19378,,AUSTIN,TX,787314257,US,5125884206,,5900 BALCONES DR # 19378,,AUSTIN,TX,787314257,5125884206,,3/28/2023,8/27/2024,WEBSTER,SUKURA,Q,PSYCHOTHERAPIST/OWNER,5125884206,261QM0801X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,LPC,,,8/27/2024
